,BINARY,DECIPHER_niche,DECIPHER_cell,FuseMap_niche,FuseMap_cell,SToFM,scGPT_sp,Novae,Nicheformer,CellPLM,CELLama,Scanorama,scVI,Harmony,NicheCompass,STAMP,STAligner,STAIR,STAGATE,SPIRAL,SpiceMix,spCLUE,SpaVAE,SIMVI,SEDR,scNiche,PRECAST,MENDER_wo_pcs,GraphST,GraphPCA,DeepGFT,CellCharter,CAST,BANKSY,CellNiche
bio_metrics_NMI_leiden,0.4608979549526851,0.6142967303467807,0.2582039074937202,0.609533155024107,0.287666431476325,0.2276516818245191,0.1933503414834534,0.5913389968722051,0.0466101272911966,0.0460145404163259,0.248148432397678,0.2727416831072374,0.2815349431409651,0.2816466921902656,0.6441012480485165,0.3043350382228728,0.5985745264175527,0.6361352141209672,0.5908628532862293,0.2956600144720533,0.3054272583460036,0.4867758257670159,0.4980241995289764,0.3589721615409358,0.4738449115157194,0.0313077114513532,0.2649728599708744,0.4685833329469421,0.4883760048984552,0.6437628578307865,0.4641653824125264,0.5545564663535876,0.0363459538303043,0.2952655281275264,0.5876383410917291
bio_metrics_cLISI,0.9983055591583252,0.9976013898849488,0.9368671774864196,0.9974768161773682,0.9475043416023254,0.8928751349449158,0.8506557941436768,0.993891179561615,0.7307927012443542,0.7964228987693787,0.8951141834259033,0.9497424364089966,0.9634612202644348,0.9555904865264891,0.997204065322876,0.9321091771125792,0.99321311712265,0.998432159423828,0.9932057857513428,0.9596337080001832,0.931178331375122,0.9912440776824952,0.9828019738197328,0.9891471862792968,0.9909797310829164,0.6466465592384338,0.8661938905715942,0.995309591293335,0.9905015230178832,0.9987213611602784,1.0,0.9974514842033386,0.6863264441490173,0.9881954193115234,0.9912551045417786
bio_metrics_isolated_labels,0.5363013744354248,0.5290043950080872,0.5067867040634155,0.5105985403060913,0.4923675060272217,0.4889538884162903,0.4895437359809875,0.5330610871315002,0.4643240869045257,0.4574314951896667,0.495005190372467,0.5037513375282288,0.5145865678787231,0.500262439250946,0.5514144897460938,0.5246703624725342,0.5241990089416504,0.537135124206543,0.5264963507652283,0.5105534791946411,0.488539308309555,0.5012927651405334,0.5286287665367126,0.5229299664497375,0.5047886967658997,0.4640236794948578,0.437868595123291,0.5320473909378052,0.5373031497001648,0.5279324054718018,0.5300544500350952,0.5385184288024902,0.480189710855484,0.512482762336731,0.5742005109786987
bio_metrics_ASW_label,0.5377910137176514,0.5105133652687073,0.501429557800293,0.5158534049987793,0.4956498146057129,0.4873242676258087,0.4850238561630249,0.5331116318702698,0.464512825012207,0.4479633271694183,0.4937675893306732,0.4985829591751098,0.5114657878875732,0.5031077265739441,0.5478359460830688,0.5119659304618835,0.5225107669830322,0.5397520065307617,0.5243759155273438,0.5098562240600586,0.4954340755939483,0.5367820858955383,0.5289353728294373,0.5210185647010803,0.5063964128494263,0.4681645035743713,0.41759192943573,0.529803454875946,0.5324132442474365,0.5361558198928833,0.5282967686653137,0.5374847054481506,0.4773647785186767,0.5175114870071411,0.5967742204666138
spatial_metrics_moran_i_mean,0.9193370787749692,0.8899117253265982,0.3316703271371276,0.7835158215461113,0.3821535338230131,0.1830761035006615,0.1898295128913697,0.7502698279140518,0.1076522693838908,0.1342068247745501,0.2180045683607449,0.2875255574447481,0.5244820980327742,0.3664415676116959,0.6907066232538783,0.4669975904756264,0.8016634441119288,0.9317712169359276,0.7884950772319119,0.4666558217839673,0.498619905348255,0.8934201458716171,0.5161841124451858,0.5956374907168331,0.7933998756846612,0.2249507647923949,0.3593459204291713,0.6334172727940752,0.759589211999792,0.8470343331269252,0.9640319293019344,0.8199193951827202,0.3350020455734735,0.6232943639752899,0.7289800133934203
spatial_metrics_moran_i_std,0.0035245730419061,0.0038518394992077,0.0171944035543038,0.003334284587964,0.0095393705974525,0.00199867869505,0.0103177107448805,0.0050596003828664,0.0109923488223366,0.0123195698452167,0.0153859897523002,0.0176999257275665,0.025774061184325,0.0248918508036723,0.0070483680342059,0.0118053434258295,0.010447769637696,0.0027451038383163,0.0081324737410911,0.0206993027630979,0.0205154527511637,0.0120163565432752,0.0035548104167997,0.0177419717995512,0.012444934993501,0.0731097583203006,0.0078823077797834,0.002442627872474,0.0092842034174049,0.005550830351263,0.0020983634728349,0.0123703713556522,0.1160857305912339,0.0099149272479066,0.0059003068368425
spatial_metrics_greay_c_mean,0.0819974213772844,0.1105191329577092,0.668401453065574,0.2246631231571844,0.6211497639786612,0.8169957551939542,0.8104974069002462,0.2519620589710699,0.8909256363071567,0.8661100953441341,0.7829895321655825,0.7136780424127793,0.4782290376999753,0.6371431894499711,0.3115156598595943,0.5355611525415714,0.2024499812074228,0.0704191030787627,0.2151110671701316,0.5350934878665625,0.5005841412413341,0.1080886314810891,0.4849866458528294,0.4073372115789583,0.2161905181645953,0.7756077816056943,0.6414862295234203,0.3619524899053253,0.2426874857202108,0.157250036610958,0.0390209903505814,0.1852738793913593,0.6636223308179009,0.3801676294880464,0.2667685914565347
spatial_metrics_greay_c_std,0.0039063295654636,0.0037746516285095,0.017186863042779,0.0033367117733506,0.0092887773186763,0.002147064655725,0.0103999855010262,0.0053364716362758,0.0102757199902249,0.0119420580272592,0.0152841281421958,0.0175151381349142,0.0257211478919367,0.0246535485809569,0.0071641823471308,0.0122808008685043,0.0108120334798595,0.0027006120144851,0.0083689047710224,0.0206522612560642,0.0201757963983349,0.0123462015225833,0.0030979443938747,0.0178232922639437,0.0125437440848212,0.0691170007613568,0.0077612621813817,0.0031365557704,0.0094221082574831,0.0055890613291076,0.002044938621488,0.0123527857357863,0.1150072606599986,0.009351940534674,0.0053726476116641
downstream_metrics_CHAOS_kmeans_mean,0.0088646826334297,0.0093629551120102,0.0190132744610309,0.0090565313585102,0.0165631268173456,0.0181507281959056,0.0197971165180206,0.0093915783800184,0.0218374142423272,0.0210686447098851,0.0190875362604856,0.0167751340195536,0.0149889457970857,0.0157252019271254,0.0086540700867772,0.0155455749481916,0.0099486215040087,0.0091037028469145,0.0099133471958339,0.0130037101916968,0.0151861007325351,0.0105275125242769,0.0103360242210328,0.0130375358276069,0.010669064708054,0.0143535714596509,0.0160050685517489,0.008617041632533,0.0089013176038861,0.0087899286299943,0.0083560850471258,0.0093122604303061,0.0146513837389647,0.0140572972595691,0.0085630975663661
downstream_metrics_CHAOS_kmeans_std,0.0006287829019129,0.000600925181061,0.0011890958994626,0.0005677039735019,0.0010154042392969,0.0003120806068181,0.0012403670698404,0.0006099534220993,0.0013117743656039,0.0011014053598046,0.0011801738291978,0.0010363729670643,0.0009456351399421,0.001008671708405,0.0005743075162172,0.0009260773658752,0.0007321424782276,0.0005597057752311,0.0006963820196688,0.0008818036876618,0.0010488354600965,0.0007329056970775,0.000806821975857,0.000940395053476,0.0007353853434324,0.0015688966959714,0.0009290562011301,0.0004604933783411,0.0006020488217473,0.0005666427314281,0.0005273008719086,0.0006318991072475,0.0016055800952017,0.0008724369108676,0.0005546864122152
downstream_metrics_PAS_kmeans_mean,0.0555277214793365,0.0895918450946839,0.673561781829088,0.0564704513196739,0.4952204479194649,0.6373365975685001,0.6778904887875352,0.0741536841203895,0.8772834675347978,0.7914237974415703,0.6370548153057288,0.5363216590671602,0.4804055517286556,0.506530032982794,0.0430431287668191,0.4766942706878836,0.163961659394555,0.0639291066388387,0.1664569990419477,0.3117718856025123,0.4846567641289578,0.1413667151541801,0.1596486852882084,0.3548326853024885,0.1877539874262418,0.4139618962288216,0.5196055731358333,0.042329183112598,0.1193711568125533,0.0455403887263522,0.0230759739278177,0.0819458201096933,0.4353081156795708,0.3683409592291825,0.0228955267778382
downstream_metrics_PAS_kmeans_std,0.0059361470712426,0.0041956515382714,0.0113318195618075,0.0037690373792999,0.0025389369520975,0.03295821521916,0.0122189707711982,0.0039127752179555,0.0230520125445419,0.0056902714724736,0.0194821487219911,0.0022585500569184,0.0069221168072309,0.0070483395715073,0.005393338162681,0.0015729869461247,0.0132795679238082,0.0036811487667982,0.0077722538414667,0.0233653673788526,0.0053890276774921,0.0149621042987669,0.0843493244144909,0.0197785740946268,0.0084406399949693,0.1658780506965837,0.0067308374721936,0.0049611100416085,0.0061522655740078,0.0030185161883085,0.0003514838820259,0.0071645454901303,0.1465013962829452,0.0011494417327944,0.0013961694780082
downstream_metrics_CHAOS_mclust_mean,0.0086839627474546,0.0090852701105177,0.0179864754900336,0.0090431235730648,0.0147699834778904,0.017461753450334,0.0185528686270117,0.0090990127064287,0.0199714172631502,0.0210997126996517,0.0183963645249605,0.015888805501163,0.0151357543654739,0.0164338373579084,0.0086804688908159,0.0158588076010346,0.0092739057727158,0.0087497546337544,0.0092228213325142,0.0143727287650108,0.0161974825896322,0.0101406294852495,0.0127726132050156,0.0102212592028081,0.0092592281289398,0.0139108253642916,0.015993925742805,0.0085179419256746,0.0086302091367542,0.0087189585901796,0.0083342615980654,0.0086437729187309,0.0151505200192332,0.0145023274235427,0.0085243009962141
downstream_metrics_CHAOS_mclust_std,0.0006218682974576,0.0006617191247642,0.0010572439059615,0.0005556168034672,0.0008596098050475,0.0007789162918925,0.0011572474613785,0.0005736011080443,0.0011300221085548,0.0013042148202657,0.0011188704520463,0.0010029645636677,0.0010108775459229,0.0010156347416341,0.000620957929641,0.0008918670937418,0.0006527970544993,0.0006272341124713,0.0006353175267577,0.0009646257385611,0.0011131870560348,0.000664522871375,0.0004907324910163,0.0006687962450087,0.0005625863559544,0.0014266325160861,0.0009225746616721,0.0005736094899475,0.0005839341320097,0.0005590594373643,0.0005462623666971,0.0005716788582503,0.0017569279298186,0.000941467937082,0.0005059954710304
downstream_metrics_PAS_mclust_mean,0.038792617731017,0.0644787454110416,0.5795818810887101,0.0580518569243753,0.3876746463731105,0.5603770868694555,0.6617493011579244,0.0552954363090775,0.7855020071468022,0.7945816564540735,0.6205625466408027,0.5276431232397725,0.5070495085123409,0.5046733190929584,0.04312422279967,0.4610693208374761,0.1014056226428765,0.0377737607775443,0.0969387476394261,0.4436659809560739,0.5224477356247339,0.1183720264019814,0.3597288783862478,0.1657897759909207,0.091856905174755,0.3927999513525663,0.5185825712019325,0.0412578014971619,0.073229653018081,0.0458970248325038,0.0191910976849316,0.0276724432204416,0.4642012113407164,0.3896255479561827,0.0188339940024465
downstream_metrics_PAS_mclust_std,0.0045014538217414,0.002323419292536,0.0002787981002437,0.0051016558214189,0.0058900131268527,0.0067125179736012,0.0061743954897235,0.0012464252380488,0.0261661107783128,0.0108398975288341,0.0123193986539055,0.0018521873853958,0.0024884105316633,0.0064562937581324,0.0083976813558751,0.0010942981864489,0.0146410996922607,0.0027776999076185,0.0093863986739661,0.0049712842690895,0.0072924509707554,0.0143997247060823,0.0065687539892549,0.0117697900888599,0.0033508720860623,0.1578904330235999,0.0063090711812003,0.0022811460259176,0.0065754257095434,0.0044739622625324,0.0016723349864202,0.00308397865188,0.1521067871665606,4.558361567608138e-05,0.0018335378926485
downstream_metrics_CHAOS_leiden_mean,0.0083669133018702,0.0086980713531374,0.0161875961348414,0.0087649165652692,0.0135800661519169,0.0172303076833486,0.0174279026687145,0.0091806887648999,0.0237503992393612,0.0175011539831757,0.0157846729271113,0.0156420087441802,0.0147643303498625,0.0138277793303132,0.0084359282627701,0.0156286242417991,0.0087020094506442,0.0085955741815269,0.0087437098845839,0.0142825860530138,0.0152146713808178,0.0102155022323131,0.0105774896219372,0.0136086205020546,0.0108847836963832,0.0156083074398338,0.0160107696428895,0.0086176716722548,0.0084383795037865,0.0084248250350356,0.0083000916056334,0.009999310132116,0.0149099756963551,0.0151555882766842,0.0084603917784988
downstream_metrics_CHAOS_leiden_std,0.0005670760292559,0.0005852309986948,0.001043708063662,0.0005529639311134,0.0008372357115149,0.0006676483899354,0.0011070109903812,0.0006093676201999,0.0011626845225691,0.0014123925939202,0.001048841048032,0.0010429443791508,0.0009129093959927,0.0008788369596004,0.0005863728001713,0.000949012581259,0.0006284699775278,0.0005824086256325,0.0006232177838683,0.0008771494030952,0.0010291701182723,0.0006826715543866,0.0001352345570921,0.0008904989808797,0.0006482708267867,0.0021570506505668,0.0009058071300387,0.0005708406679332,0.0005898745730519,0.0005530072376132,0.0004722452722489,0.0006791590712964,0.0021284869872033,0.0009999023750424,0.0005203825421631
downstream_metrics_PAS_leiden_mean,0.0105435823234778,0.0203415824530975,0.4654812759290813,0.0251217440074526,0.3557019023449231,0.5093963845509372,0.5204098658590108,0.042522079926678,0.927230538553842,0.5936180367652865,0.4971229345370115,0.4876332113931824,0.4649485714415449,0.4403738166070724,0.0203005502183434,0.494389981075282,0.0364910600435645,0.0195038813755125,0.0380276354346298,0.4637168367817504,0.4670344033192766,0.159613587617569,0.2004464746794992,0.3880701606137092,0.1948014763743543,0.46842478216139,0.5168568616916791,0.02631666934231,0.0350123379585405,0.0141795934743925,0.0050156491909671,0.1411330551775032,0.4563725909437973,0.4594377358138866,0.0151063668281289
downstream_metrics_PAS_leiden_std,0.0015043154163169,0.0010605773529606,0.0051213638338787,0.0013003731901867,0.0079389135818099,0.0141347345766491,0.0043838261359938,0.0023636854331672,0.0049143300701998,0.0396312224849033,0.007737853473861,0.0009433245913414,0.0033032590063332,0.0098061672311135,0.0028647165740261,0.0009206440930702,0.0045011773881762,0.0016534024602246,0.0044828330131014,0.0014495564400827,0.0097635984928056,0.01094252571103,0.0388038466705857,0.0032171523622684,0.0065110588265664,0.1753327332841463,0.0055370457941794,0.0033867858576311,0.0031883134115405,1.2747928048182158e-06,0.0003716221560955,0.0052537998804099,0.1790505545552282,0.0049450543029192,0.0008840340338344
downstream_metrics_average_confidence_score_mean,0.9714034795761108,0.9652443528175354,0.8679096698760986,0.8570107221603394,0.8065338134765625,0.743643581867218,0.9255484342575072,0.9762349724769592,0.9199283123016356,0.9921920895576476,0.7550442814826965,0.8844534754753113,0.974699079990387,0.8962200284004211,0.9521871209144592,0.9972532987594604,0.9572150707244872,0.99197256565094,0.9678432941436768,0.7595891952514648,0.9957637190818788,0.9939422011375428,0.9998587965965272,0.94916433095932,0.9594573378562928,0.9986468553543092,0.9921205639839172,0.6986894011497498,0.8703846335411072,0.9478638768196106,0.9138830304145812,0.9223039150238036,0.9992935061454772,0.969820499420166,0.9872035980224608
downstream_metrics_average_confidence_score_std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downstream_metrics_slice_wise_average_PCC_mean,0.2965230047702789,0.2605673670768738,0.4850896000862121,0.3230410516262054,0.5155928730964661,0.3800672888755798,0.412759006023407,0.2682346403598785,0.3174836933612823,0.3753968775272369,0.447998434305191,0.5410960912704468,0.4805582761764526,0.517043948173523,0.3150166869163513,0.4193833768367767,0.3491705060005188,0.3263115286827087,0.357921153306961,0.4877361059188843,0.3970065414905548,0.4203130602836609,0.3022392392158508,0.473238080739975,0.4568264484405517,0.1220855712890625,0.410823255777359,0.2352810949087143,0.3549584746360779,0.4451536536216736,0.2817963361740112,0.4793065786361694,0.1143715605139732,0.4792446494102478,0.280421644449234
downstream_metrics_slice_wise_average_PCC_std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downstream_metrics_average_matching_rate_mean,0.8066704214315449,0.8102700981952641,0.639958860836986,0.8259911354898744,0.6657198129147587,0.4612973528907608,0.4563263706932439,0.773954991796655,0.3497318608124984,0.3820799764919068,0.5515831231481255,0.6515414942331709,0.6823224037025246,0.6657687881088229,0.8331415138232485,0.6229399808996743,0.8086539167911453,0.830398902955653,0.8082376276415996,0.6724294145015549,0.5893919729656929,0.7925900531380856,0.6338614491759924,0.7879374097019859,0.7856600631780003,0.1555207287508876,0.536768126943703,0.6398364228518255,0.7396233807576462,0.8493278154614687,0.8250116316085903,0.8490584518941157,0.1342410069299899,0.7878884345079218,0.7249308225383843
downstream_metrics_average_matching_rate_std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bio_metrics_geometry_cell_distance_corr_mean,0.2473047392407786,0.2451113518248572,0.1435372889038442,0.2840943644406792,0.1643965866765583,0.1358447821959355,0.0812873778892006,0.2613992137753729,0.0384925324185499,0.0240401586803076,0.0977101974687867,0.1304572828797708,0.1630805857961022,0.1436815235839892,0.3303050410751955,0.1123728662805801,0.2194815135274672,0.2494709099607473,0.2191298380503512,0.2062092624360262,0.1697211606197689,0.2731733222085832,0.254682012682362,0.2120011923647439,0.2037246590464368,0.1788940123787402,0.0653047503350413,0.2758066395216421,0.2500506576690359,0.2910520518569198,0.2465168308718862,0.2832684097579524,0.1459043221162167,0.2117472751505604,0.2619971015328856
bio_metrics_geometry_cell_distance_corr_std,0.0139900009366343,0.0272664580913698,0.0036725098983883,0.009962628650761,0.0056694342277355,0.0553833098541778,0.0032996190662061,0.0069681421861132,0.0110531381583251,0.0120196513094951,0.0071276693918165,0.0010758179221791,0.0137357843103702,0.0069601666198591,0.0172422408192487,0.0024856392323739,0.0229980066124037,0.0974332530954563,0.018880720075226,0.0046082342358803,0.0179298774940661,0.0517084337898694,0.0940568175483636,0.0168478194097864,0.0307641665005447,0.1474299063001106,0.00192093916955,0.0420797888991314,0.0061952073929299,0.0237728425727583,0.0330309238997594,0.0247282997731175,0.1505169324145172,0.0103226472994625,0.0405902338974551
bio_metrics_geometry_truthworthiness_mean,0.8501683940275815,0.8487970039230368,0.6692417304739299,0.8564900728375537,0.6871480316848302,0.6736863426804052,0.6014204517843276,0.8085355710585796,0.5565278792400514,0.5743553119184068,0.6330435176519087,0.6785602550020553,0.6926839582866942,0.6817791518053877,0.8276875067963416,0.6326104982973395,0.7965052437003166,0.8655611925609837,0.7962288237256823,0.6888948536196647,0.6325674189805145,0.7503186517574505,0.778184492097383,0.7521368720562567,0.7590006043816913,0.6673714963181759,0.6121880590294771,0.8227134801095592,0.784470009113508,0.8546060528261321,0.8923905808599537,0.8102555162092018,0.6896148181483592,0.7388557365733389,0.7692060130378818
bio_metrics_geometry_truthworthiness_std,0.0009260197323662,0.0029468775443617,3.066008883889637e-05,0.0015918013095761,0.0001636477782518,0.0303211897197294,0.0077410397723056,0.0109594850648804,6.042441420095468e-05,0.0043963717122152,0.0022142142781019,0.0020045646522026,0.0001346985304745,0.0007002851131337,0.0044657897207947,0.0065261115677913,0.0014386917628195,0.0066940237409599,5.378344162204618e-05,0.0015128225975127,0.0022524200812806,0.0150826340229057,0.0466027026511981,0.0037730240567671,0.0098333675720149,0.1200505891736741,0.0039403326872505,0.0118080341093813,0.004395494230479,0.0044382179498266,0.0003378414039281,0.0035543975854355,0.0837246089590672,0.0063939283990291,0.0273908934194899
bio_metrics_geometry_truthworthiness_decay_mean,-0.1083231199336011,-0.0925812236687561,-0.031965093545958,-0.1022561930590788,-0.0428091873522607,-0.0480633568105372,-0.0256989014949717,-0.1075162190243496,-0.0213749390611708,-0.0213442078855113,-0.0356544839098784,-0.0390888885593012,-0.0334533182050932,-0.038926369499818,-0.0803520368028672,-0.0308181518799803,-0.0986430716371279,-0.1116298143652424,-0.0996101922802727,-0.0328040986876144,-0.0243655439815499,-0.0566066057177411,-0.0522848735574493,-0.0607305546905384,-0.0511267875707119,-0.0154396233332133,-0.0297864328404602,-0.1009869001327834,-0.1018616681595698,-0.0955908063232424,-0.1325901617778291,-0.0654109441993262,-0.0305548706547664,-0.0612792001697271,-0.1064952981557498
bio_metrics_geometry_truthworthiness_decay_std,0.0093349588115334,0.0066950755508028,0.0022751063994308,0.0051975434355639,0.0047554440404441,0.002626768842153,0.0032367707045982,0.0130112827987522,0.0010765538988243,0.0023074430152237,0.000623335733502,0.0048634228229278,0.0017050176083076,0.0051325202357078,0.0074592742711652,0.004716437341487,0.0082048716047187,0.0047490215395489,0.0081909674293442,0.001930379988524,0.0008797439572946,0.0067331898991145,0.0077820154346432,0.0036237841254864,0.0072892909453367,0.003008028311718,0.0016736093393296,0.0096140841041651,0.0082574947019678,0.008138016388791,0.0040343003416914,0.0060999967826757,0.0145650066997854,0.0033158327693731,0.0126077249715283
