,BINARY,DECIPHER_niche,DECIPHER_cell,FuseMap_niche,FuseMap_cell,SToFM,scGPT_sp,Novae,Nicheformer,CellPLM,CELLama,Scanorama,scVI,Harmony,STACI,NicheCompass,STAMP,STAligner,STAIR,STAGATE,SPIRAL,SpiceMix,spCLUE,SpaVAE,SIMVI,scNiche,PRECAST,MENDER_wo_pcs,GraphPCA,DeepGFT,CellCharter,CAST,BANKSY,CellNiche
downstream_metrics_CHAOS_kmeans_mean,0.0046831697109155,0.0045730848905805,0.008486273305607,0.0047095595000428,0.0080876298379735,0.0077852431277278,0.0081388942053308,0.0045507310969696,0.0087310725721181,0.0088438485690858,0.0077191045784275,0.0080128924091695,0.0077008573207422,0.0080409301590407,0.0042914602381642,0.0044863760267617,0.0078677553101442,0.0051574512763181,0.0042438188720552,0.0053206418415356,0.0074191195162711,0.0069251725362846,0.0054697783198207,0.0039104908137233,0.0074349684728076,0.004215531374939,0.0080049220705404,0.0038884575005795,0.0046967638991191,0.0037606340065394,0.0057953806790465,0.0037698610976804,0.0078675581025891,0.004058185741087
downstream_metrics_CHAOS_kmeans_std,0.007887740399756,0.0077033647504041,0.0140889786955616,0.0079179989062954,0.0134307256720982,0.0128863873566756,0.0135071724060702,0.0076529850158794,0.014439256431491,0.0146440844916536,0.012808285804856,0.0133055246176822,0.0127863775801152,0.013358761468989,0.00721139733286,0.0075473434108036,0.0130619557720336,0.0086308286095321,0.0071368317153322,0.0089138906132475,0.0123379751900169,0.01151676949618,0.0091401441005465,0.0063436037672972,0.0123666651528369,0.007025302265935,0.0132989360320141,0.0065560260069454,0.0079022197386874,0.0063469519739121,0.0097098414895406,0.0063646172959233,0.0130754000535608,0.0068455629328468
downstream_metrics_PAS_kmeans_mean,0.3042590630558385,0.3788466572604348,0.7728715703899455,0.3683204749710143,0.7433867016366805,0.8987340583950917,0.8011582382583332,0.3766439907648049,0.9453168582944632,0.9479829200379924,0.7245957127759166,0.7217267826470801,0.7318668119086306,0.6316288424520946,0.39560536673981,0.3536877739673745,0.5353570237226135,0.6257494284039079,0.3928409387790232,0.6357653967797251,0.7507130715515713,0.5244085899866526,0.5265738035197328,0.4565814020355834,0.6823750599243075,0.1851461479905842,0.6269615303747936,0.2121798603526603,0.3925115182739402,0.1803232344909646,0.5026127811831049,0.1771161041403963,0.5362450827082467,0.2892457267814806
downstream_metrics_PAS_kmeans_std,0.0557212180951015,0.1243138573779635,0.0382706960448531,0.1064752393278647,0.0720519060205233,0.0224794675362515,0.0642232099078065,0.1335908596115424,0.0298312459970108,0.0171167220303073,0.0854446126018641,0.0753266831490549,0.0824348154074928,0.0429604525044939,0.117206585277497,0.1354013913765043,0.0458398011577913,0.1169299177165116,0.1662137318569043,0.108701041818041,0.0659776823991176,0.0811148392451648,0.0987900437819241,0.2576194481427553,0.0412256587652942,0.1023913506789129,0.0404786844621836,0.1269031514790928,0.1323922778360063,0.1159689598006643,0.079335522653758,0.1197606235752226,0.0457996885608997,0.1228376895631164
downstream_metrics_CHAOS_mclust_mean,0.0042254680683981,0.0045059905914968,0.0082184836282976,0.0045850320420868,0.0078362710482906,0.0076096488410257,0.007883695710916,0.0042942086456605,0.0078545067008235,0.0087344800849678,0.0076512413943419,0.0079941113872337,0.0080057981031131,0.008031981975364,0.0038450531465059,0.0043138788714713,0.0083297239907551,0.004441329583642,0.0039720244476484,0.0046860147849656,0.0072954762727022,0.0069664481125073,0.0054552916662942,0.0064608140601194,0.007453383259417,0.0040799616290314,0.0080054715435835,0.0038192609463294,0.004553523083814,0.0037046068337076,0.0054022309122956,0.0037510557704081,0.008048952637182,0.0040818682264216
downstream_metrics_CHAOS_mclust_std,0.0071052656500821,0.0075983449293899,0.0136579199315992,0.0077081882582217,0.0130190958922429,0.0126360337269525,0.0130898538481674,0.0072260481369572,0.0130238545311052,0.0144638489515904,0.012700804544307,0.013271274703582,0.0133032589508951,0.0133444721395384,0.0064898420577699,0.0072520359455214,0.0138501185341891,0.0074542907685575,0.0066880540096463,0.0078745096375935,0.012128744340057,0.0115837714315286,0.009135381414312,0.0106452230749615,0.0123983813308842,0.006823339048349,0.0132999899696771,0.0064390091240833,0.007680167824419,0.006256956699749,0.0090648719971634,0.00633284884755,0.0133783009519408,0.006885054106953
downstream_metrics_PAS_mclust_mean,0.1905546771551166,0.3238692510247107,0.6460933551407116,0.3711913116972696,0.7074371239029583,0.8758701507544959,0.8511114484819584,0.3198805491595958,0.705341929991146,0.9413749108950664,0.7007869910529522,0.7151824097727142,0.628819075479569,0.6294096578549648,0.1459333726515666,0.3740556215389533,0.6757235584510634,0.4227210350882275,0.3093566721677938,0.4437523354647451,0.7645524924967987,0.5242988996957831,0.5439273725068723,0.5558890611466697,0.6694033079659842,0.176133468567617,0.6269593246439751,0.2064011551603247,0.2860934330364974,0.1198452646447779,0.3771991692311254,0.1674242964111662,0.6198135568070899,0.2857307350760629
downstream_metrics_PAS_mclust_std,0.0509478296808355,0.1017777385910967,0.0384465288654284,0.1217934897609979,0.0740002825879734,0.0046329118081064,0.0488378031255662,0.1271299987362404,0.0430757166368314,0.0195472552141141,0.0690669910746593,0.0754110712701549,0.0411374984998095,0.0431154843086615,0.0656729304329031,0.1262505197690573,0.0111172995146885,0.1523164079785975,0.1727900996177228,0.1342247794745615,0.0724206532558227,0.0818279301102083,0.0944606480129041,0.0459590033959442,0.0459528182592684,0.1033263972203904,0.0404694992577019,0.1337611911960271,0.1074436571113988,0.0784891649582443,0.0990167905541642,0.1143545230503221,0.0384081783068059,0.128895315294705
downstream_metrics_CHAOS_leiden_mean,0.0038912598538445,0.0043877077023353,0.0082453548457124,0.0045270682476257,0.0080757111136335,0.0084539787640096,0.0082071010256186,0.0044395160221029,0.0086269419261952,0.0093842584828962,0.0080858380460995,0.0076607162773143,0.0080123950465349,0.0081131218757946,0.0037901554023846,0.004346966268713,0.0080137349432334,0.0045315380921238,0.0039556578267365,0.004859660679358,0.0079759149375604,0.0070613339121337,0.0068820897431578,0.004101868631551,0.007911859836895,0.0047498932908638,0.0084716631754417,0.0037983121637807,0.0049254944970016,0.0036801630194531,0.0074747172475326,0.0038354780390363,0.0079744992035557,0.0039611992069694
downstream_metrics_CHAOS_leiden_std,0.0064315738494976,0.0074016335586959,0.0137047551999881,0.0076231043177572,0.01340398763642,0.0140442546852082,0.0136388589223073,0.0074665853641877,0.0143075161236767,0.0155281867227994,0.0134346469619552,0.0127178315627652,0.0133151623813174,0.0134801891809404,0.0063971749077376,0.0072924634716853,0.0132997099976782,0.007614633379327,0.0066751768318999,0.008167709607894,0.0132583419454414,0.011747051768759,0.011467354107377,0.0067859809280923,0.0131490816164081,0.0079507874883506,0.014065692821669,0.0063248925248883,0.0082545572792224,0.0062176144553805,0.0124461380549106,0.0064570781331486,0.0132529862770176,0.0066766071911215
downstream_metrics_PAS_leiden_mean,0.0555492464741275,0.2815482669222225,0.6422162933804632,0.2936351203713395,0.7020669026077958,0.8017172214208732,0.617554508131814,0.3836745242956153,0.8498736257739655,0.943010212772891,0.6666013439297753,0.7292437535262527,0.633055169506805,0.6190873675427162,0.0881361219299399,0.3166316809122788,0.7213803759399985,0.3688277869499888,0.1983482731337191,0.4455426620193403,0.618434638610339,0.5673118402587795,0.5753298169633547,0.3461824490056118,0.6285681019591223,0.3239896354457769,0.6315709472303637,0.1267408451826533,0.2318585369429442,0.059532597460975,0.6010872706109465,0.2264869099043353,0.6266507295773974,0.324527565403106
downstream_metrics_PAS_leiden_std,0.0402857652644588,0.1164184550232904,0.0356888444757129,0.1031797735337216,0.0756666094971916,0.0524683824328958,0.0325363339437811,0.1527703184562133,0.052961353845192,0.0191551210474542,0.0331448648394118,0.0816275568758661,0.043551324415795,0.0376876106197154,0.0520939713053748,0.1355198368918815,0.0773923049977528,0.1131107510778103,0.1089826717832119,0.12018266071786,0.0396492808089624,0.0760678625724872,0.04232542756547,0.1943824021546446,0.0426055370899264,0.0736315069613628,0.0392691783362583,0.0767517903012348,0.0876775412736054,0.03709164162588,0.0363400620285486,0.1405567141968269,0.0376671350209913,0.1701770362197017
downstream_metrics_average_confidence_score_mean,0.9342127442359924,0.9559505581855774,0.7877795100212097,0.6532833576202393,0.6759448647499084,0.8783847689628601,0.9177255034446716,0.9556129574775696,0.8567500114440918,0.9932754635810852,0.7710694670677185,0.8461694717407227,0.9533230662345886,0.7870008945465088,0.8258771300315857,0.9493904113769532,0.9957942366600036,0.959125816822052,0.9885831475257874,0.9667155146598816,0.788909912109375,0.9971577525138856,0.9883325695991516,0.95505952835083,0.9575057625770568,0.9509451389312744,0.9975692629814148,0.7406013011932373,0.8300055861473083,0.8331875801086426,0.8220667839050293,0.997572422027588,0.9425327777862548,0.9841120839118958
downstream_metrics_average_confidence_score_std,0.0124443629756569,0.0093672527000308,0.0042887576855719,0.0068277399986982,0.0034519643522799,0.0193553529679775,0.0039177713915705,0.0043354900553822,0.0002477998787071,8.245955541497096e-05,0.0116448402404785,0.0106820110231637,0.0041654063388705,0.0037061879411339,0.0429350435733795,0.006850195582956,0.0007429374963976,0.001269823173061,0.0024983175098896,0.0026597876567393,0.009249348193407,0.0010418862802907,0.0032358202151954,0.0628986433148384,0.0048598172143101,0.0626127570867538,3.1710456823930144e-05,0.057241041213274,0.0151653317734599,0.0232994202524423,0.0188304334878921,0.0011507573071867,0.0024046299513429,0.0023182188160717
downstream_metrics_slice_wise_average_PCC_mean,0.3020409643650055,0.2374483197927475,0.5151509642601013,0.2951023280620575,0.5257198214530945,0.4679107666015625,0.4938279390335083,0.2479496449232101,0.3835286200046539,0.4615851640701294,0.512000560760498,0.5918980240821838,0.5259162783622742,0.5510380864143372,0.2777060568332672,0.2955896854400635,0.4898078441619873,0.3423910439014435,0.3016927540302276,0.3353523910045624,0.5310109257698059,0.4404622614383697,0.4599912464618683,0.2957461774349212,0.5036684274673462,0.3407181203365326,0.4867253303527832,0.2654031813144684,0.4889538288116455,0.2621472775936126,0.5222763419151306,0.249117910861969,0.5195887684822083,0.2672245502471924
downstream_metrics_slice_wise_average_PCC_std,0.0022780403960496,0.0036901349667459,0.0206694304943084,0.0054851532913744,0.0201683808118104,0.01768259704113,0.0240229964256286,0.0041867308318614,0.0230082739144563,0.0240771789103746,0.0226534344255924,0.0174383576959371,0.0186552871018648,0.0202178917825222,0.0048374785110354,0.0051326691173017,0.0193909034132957,0.0060365204699337,0.0121096977964043,0.0079943090677261,0.0178656056523323,0.0303773172199726,0.0181078240275383,0.0929222181439399,0.0223660785704851,0.0485238097608089,0.0238945484161376,0.0078120408579707,0.0158697161823511,0.0048710154369473,0.0196922123432159,0.0080306334421038,0.0189296584576368,0.0088344998657703
downstream_metrics_average_matching_rate_mean,0.8036186935277074,0.8387218004621975,0.5141395650135281,0.7626141055655378,0.4886064372139924,0.4275931182312522,0.4772836205579101,0.7525234584750207,0.3543983051174055,0.3920868189440685,0.5187640709333792,0.5628866134696536,0.5677486031974723,0.5404426955078878,0.8729840574407213,0.817915711347066,0.5256460098751713,0.7697940142379226,0.805077320511792,0.7535248607220969,0.587142401826926,0.5496208141379152,0.7802663160727304,0.4020596865978537,0.70490083090979,0.7930221159179277,0.4723388513837707,0.7620338554154499,0.8581903187496954,0.8226961621156783,0.8375296319455657,0.8910332578081505,0.7434656381858148,0.7787698537083779
downstream_metrics_average_matching_rate_std,0.018967844513165,0.0359310756375948,0.030365240379723,0.0360336841254568,0.028305147068329,0.0067712959767161,0.028087264021604,0.0411336336540928,0.0247761360186477,0.0240761776991168,0.0148177539451646,0.0254546506397326,0.0275306229241276,0.0267694873114079,0.0042593907588731,0.019326788946058,0.0269546419825149,0.0241554260544676,0.0305634793712438,0.040844511630304,0.0337847863431345,0.014665636486399,0.040590498450983,0.1834598738520826,0.0348986192470994,0.0598426676715574,0.0281262370213194,0.0179232727713025,0.0192328990674387,0.015402477652553,0.017126311580617,0.0176744939760236,0.0373402740634035,0.0259507679993314
bio_metrics_geometry_cell_distance_corr_mean,0.2175718813627003,0.2236851575167316,0.0763170375623911,0.2332744147321656,0.0592890180654802,0.0498207291968011,0.0926782711640124,0.3514668402419101,0.0223160921526251,0.0189589609227108,0.1138414025588195,0.1200788389862828,0.1263120723650935,0.0911032602183673,0.3300963224599527,0.3292545963166146,0.0801489989493088,0.1834475236453003,0.3020459943744878,0.2095972568757162,0.2272889214880056,0.2289803698458862,0.3338358611473702,0.1129186762639816,0.1182164693868357,0.3050317783677594,0.0638901436605968,0.3742388350752085,0.3479285124978266,0.3533138733557686,0.3110208234000596,0.3797769432382848,0.1837372835161107,0.3261361083853134
bio_metrics_geometry_cell_distance_corr_std,0.062164723825482,0.0679226732510145,0.0332883428752834,0.0437784319782335,0.013189608858282,0.0239631370117392,0.0366264284931578,0.0661397706969854,0.0124416241599382,0.0069955698724914,0.0474078700480949,0.0430604992474015,0.0450713560084339,0.0330403521016799,0.0857425819343736,0.090386470097562,0.0262445198286789,0.0564294184121883,0.0804997020735922,0.0631080491261457,0.076841233076467,0.0926029843075618,0.0940966282179605,0.046334331511751,0.0426035652193756,0.1045806390843625,0.0284720483471746,0.0928623264962831,0.0821743269858746,0.0893546466535597,0.1030164639271272,0.0725721310683067,0.0638632315584686,0.1177520028467638
bio_metrics_geometry_truthworthiness_mean,0.8017359731812128,0.7742435358326238,0.5968648195085884,0.7799140622579208,0.5904217310616525,0.608307355375153,0.587725979118393,0.7601654580217789,0.5375495269590163,0.5597103890158853,0.5995946602882163,0.6229215891741634,0.6283223982227268,0.6102186780248459,0.8534572750451002,0.7456438310220377,0.604517509736561,0.7246157657928805,0.8213298831396694,0.7323138682761725,0.6223044022419666,0.6225806082660235,0.709519633781569,0.7751536208918289,0.6658536784219513,0.678706584750755,0.5891973293408648,0.816865145378637,0.8168744732342793,0.8771610595746753,0.7329781020620649,0.8033958056601808,0.6665023777209454,0.7429940081971939
bio_metrics_geometry_truthworthiness_std,0.0137920089751853,0.0213601008958595,0.0155842702195961,0.0069321823722306,0.0095817521118561,0.0165114429528778,0.0204459474429719,0.0116768202221291,0.0139860141134659,0.0138723931647251,0.0181602769678215,0.015084342664124,0.0134191931841728,0.011800331066342,0.0035089986113455,0.0169268574381565,0.0154017199921386,0.022420068075903,0.0091497789065337,0.0195663120828313,0.0207397951514866,0.02884348325946,0.0108623846269446,0.0809946335602663,0.0202736910546619,0.0388889743272317,0.0239107263780761,0.0090612512986974,0.009214017506743,0.0015294244171013,0.0208248617964998,0.0094738240545173,0.0234168609722245,0.033387437330673
bio_metrics_geometry_truthworthiness_decay_mean,-0.148784766690379,-0.0829723550185241,-0.0124438408084414,-0.1612296269502707,-0.0234108348419153,-0.0318918304699461,-0.008309960024515,-0.1080166464736172,-0.0094002685336541,-0.0142628850147708,-0.0137641266606765,-0.02094107780918,-0.0169521995223421,-0.0132542548376981,-0.1495401617681379,-0.0633096612760009,-0.0062548730927067,-0.1014183050271484,-0.1657962454607547,-0.1069522968059429,-0.0105708211881811,-0.0079791427140531,-0.0472857023920865,-0.0562479429191044,-0.0390881322271626,-0.0110482346127425,-0.0063487163071319,-0.0988818972663985,-0.1201356863764722,-0.1800968612036784,-0.0577061878433702,-0.0413787652042571,-0.0410998178459928,-0.1009282737501928
bio_metrics_geometry_truthworthiness_decay_std,0.010955145780616,0.0082640027556983,0.0020809448941897,0.0094867552435051,0.0021972611004049,0.0046573269016995,0.0017034647469377,0.0091514911987979,0.0034086426051192,0.0018404344812157,0.0021694062738373,0.0043753967561773,0.0034138242785983,0.0026588994194302,0.0083623295447086,0.0049371430175914,0.0013908779225185,0.0078757344346925,0.0117687298777696,0.0087397486894243,0.0021061727909778,0.0035423586428877,0.0088604874799991,0.0198180525651039,0.0042862970326806,0.0030640874658249,0.0011056171486407,0.0120433234510663,0.0055677829015381,0.0024488600278833,0.010995113647264,0.006885012406888,0.005687504162665,0.0158023173531651
