,BINARY,DECIPHER_niche,DECIPHER_cell,FuseMap_niche,FuseMap_cell,SToFM,scGPT_sp,Novae,CellPLM,CELLama,Scanorama,scVI,Harmony,STACI,NicheCompass,STAMP,STAligner,STAIR,STAGATE,SPIRAL,SpiceMix,spCLUE,SpaVAE,SIMVI,SEDR,scNiche,PRECAST,MENDER_wo_pcs,GraphST,GraphPCA,DeepGFT,CellCharter,CAST,BANKSY,CellNiche
spatial_metrics_greay_c_mean,0.1595322225361321,0.1521647381403837,0.802377701479486,0.38113562397937,0.7940676219838556,0.8929058372616654,0.8549362880341276,0.3327275105245261,0.9225751425321288,0.8697583397149842,0.8304350998573324,0.6735256898152527,0.7887355517472694,0.1495135198965544,0.3344363284734574,0.6766629026558028,0.3331238174371035,0.1874995302236201,0.3055788140088954,0.6953780878969479,0.8070969413552214,0.2749849599114318,0.6597283996405161,0.4878270491379327,0.478373438299272,0.259392231799485,0.7444709712311176,0.3987536723692996,0.3525567551554776,0.2983348118317773,0.0720935316646919,0.3305328376409625,0.0511610717268079,0.5328353493095563,0.3466517395135088
spatial_metrics_greay_c_std,0.0982731894093669,0.0562710107436607,0.143601944876436,0.0950336706472069,0.1121025045287836,0.0863823971386318,0.1123971855070699,0.0962468949658468,0.0711787104656201,0.1001681950285571,0.1325518162149668,0.2179340977405872,0.1457750144288512,0.0748529872480767,0.0330892973702552,0.1535569567226203,0.1477106349323682,0.1005515003128479,0.0626160189629764,0.1725600811146934,0.0633164246408554,0.1790802737118634,0.1631453358048157,0.1127316586419322,0.2140502267691419,0.0031512755969045,0.0945805881656686,0.0487824740155893,0.1088950415011635,0.1480412601087654,0.0325693566016017,0.1516072173357533,0.0107796378415722,0.1306707087392573,0.0609739040584793
downstream_metrics_CHAOS_kmeans_mean,0.0101231187582015,0.0127205667085945,0.0247181644663214,0.0117525928653776,0.023879568092525,0.0192496553063392,0.0143328453414142,0.0129700703546404,0.025456940755248,0.0172574836760759,0.0190198440104722,0.0188735229894518,0.0215801550075411,0.0105604920536279,0.0103139011189341,0.0193122229538857,0.0108501841314136,0.0127191105857491,0.012916243635118,0.0159396231174469,0.0209584259428083,0.0168499737046659,0.0127092064358294,0.0146950357593595,0.0210783407092094,0.011593522503972,0.0171551033854484,0.0103118889965116,0.0106960395351052,0.0105325928889215,0.0099854352883994,0.0105914734303951,0.0103924148716032,0.0207082997076213,0.0102843549102544
downstream_metrics_CHAOS_kmeans_std,0.0019731344655156,0.0038024592213332,0.0070882709696888,0.0026358650065958,0.0068313842639327,0.0033723823726177,0.002236592117697,0.0039439918473362,0.0050752013921737,0.0003710016608238,0.0031076818704605,0.0048652673140168,0.0065884189680218,0.0015357611700892,0.0018407925963401,0.0046594687737524,0.0016799508593976,0.0039864098653197,0.0034646550193428,0.0022130776196718,0.0111061646603047,0.0065584522671997,0.0012261155061423,0.0040856203995645,0.0078552309423685,0.0016854647547006,0.000451186671853,0.0021917051635682,0.0026005832478404,0.0022148075513541,0.0021108179353177,0.0020792679861187,0.0022870129905641,0.0078253340907394,0.001985965296626
downstream_metrics_PAS_kmeans_mean,0.0216237508811212,0.1655151985102644,0.7187215671525384,0.0957366117171651,0.61330545028081,0.7073433776325218,0.3013745490732678,0.1921225734908965,0.8398577382157478,0.335670041114359,0.3658169168290915,0.3552683844438709,0.4934572349254493,0.0684164697101629,0.0354813372627343,0.4960721794950463,0.0598413443989314,0.1772437429778824,0.1768374529690569,0.3831911017750214,0.539182991540665,0.3181992346914121,0.1824809028753599,0.2913270853259856,0.4685328500029376,0.0656615558555123,0.4113460179420822,0.0445217246142328,0.0954922802750879,0.0343930830124468,0.0152693121034954,0.0361033393126424,0.0276635829055437,0.4764484918404104,0.0149129425172448
downstream_metrics_PAS_kmeans_std,0.0216237508811212,0.0679077017237652,0.0941413954893962,0.0080598691704139,0.0441011545558026,0.1128871849053997,0.3013745490732678,0.1087788740257889,0.0323360730003395,0.2856137006445662,0.1852673805544968,0.1078903832303838,0.0103160370403838,0.0684164697101629,0.0350912878564761,0.0195184826934514,0.0561142056280204,0.0817924016004308,0.0207442407121427,0.0353103702156905,0.35962085694681,0.2014765909131644,0.09064593711303,0.0824702623380518,0.0728990647062589,0.0315105633964675,0.1535666992283784,0.0143579038636043,0.010427802935452,0.0277622431060587,0.0152693121034954,0.0203713465935647,0.0023702213763319,0.0988310435674079,0.0136561166526353
downstream_metrics_CHAOS_mclust_mean,0.0100422818213701,0.0123833594843745,0.0232496270909905,0.0109383589588105,0.0224516782909631,0.0176741266623139,0.0137819317169487,0.0116161173209548,0.0233846828341484,0.0188775295391678,0.0201157042756676,0.0170681937597692,0.0216175159439444,0.0105000585317611,0.0102476784959435,0.0169412330724298,0.0107832285575568,0.0115562239661812,0.0124836359173059,0.0157313616946339,0.0191319142468273,0.0162502061575651,0.01314891083166,0.0117545630782842,0.0198332318104803,0.0117098488844931,0.0162490010261535,0.0102701531723141,0.0107312779873609,0.0106480126269161,0.009962020907551,0.0101115517318248,0.0102056222967803,0.0212207934819161,0.0101199578493833
downstream_metrics_CHAOS_mclust_std,0.002053971402347,0.0037844022735953,0.0056422529742121,0.0022718529216945,0.0063303094357252,0.0018531074747443,0.0016856784932315,0.0027679866179823,0.0028997771441936,0.0017407061532139,0.0033140452578663,0.0020995610393583,0.0057972418144345,0.00248933583498,0.0018485747277736,0.0040407772175967,0.0019133738242089,0.0035780686885118,0.0035540349781513,0.0017495518550276,0.0105477045290172,0.0063376929610967,0.0004122504033148,0.0020094150677323,0.0076591144315898,0.0025237589143216,5.941838026046753e-05,0.0020714094862341,0.0027813576161861,0.0024775615893304,0.0021342323161661,0.0019847014918923,0.002255359198898,0.0071638231165707,0.00198236387223
downstream_metrics_PAS_mclust_mean,0.015953476800597,0.1376222210244459,0.6392879434808989,0.0624184795878349,0.5357112664575887,0.5604516046953486,0.2259091097566032,0.0948741184650344,0.7019858800364633,0.4789257259838668,0.3845411051205406,0.320883888509639,0.4801199228736075,0.0591722297761315,0.0352655802960567,0.4237146497071036,0.0487313175520788,0.0719237498075791,0.144432241275143,0.3489519383433659,0.3424215367925401,0.2592058168697111,0.2266527918818688,0.1022556965106279,0.4116300725951969,0.0744162155247409,0.3931378935536476,0.0312459300780412,0.0965202973891806,0.0257338444083388,0.0105423560144296,0.018513911348841,0.0180404494889873,0.484895498340019,0.009740300266647
downstream_metrics_PAS_mclust_std,0.015953476800597,0.0690606254694432,0.0394413622311579,0.0018308051490726,0.0352345394054954,0.0247091823376756,0.2259091097566032,0.0107425929850825,0.0763032935755115,0.1045216347989834,0.1659834211472373,0.2216379840284047,0.0605567782086166,0.0229115008297451,0.0352655802960567,0.0249108012196285,0.0420137999998555,0.0394570250905745,0.035380535009853,0.135291541359748,0.2518837418760912,0.1569335607847918,0.2200652907983982,0.0430982032281455,0.061586534841745,0.0223160372272743,0.154774367507015,0.0277788242446356,0.0416005312491135,0.021183268001994,0.0105423560144296,0.018513911348841,0.0008119384801554,0.0706648726403051,0.0089602014541308
downstream_metrics_CHAOS_leiden_mean,0.0100964158773422,0.0115336738526821,0.0238886587321758,0.0109324837103486,0.0192167023196816,0.0160684799775481,0.0197929870337247,0.0116479028947651,0.0221397131681442,0.0177939925342798,0.017529409378767,0.0163339180871844,0.019969358574599,0.0101062767207622,0.0101231299340724,0.0157347857020795,0.0102714449167251,0.0105085191316902,0.0121899284422397,0.0122574167326092,0.0206191185861825,0.0133427614346146,0.013330930378288,0.0124300615862011,0.0217783777043223,0.0130601502023637,0.0171458395197987,0.010386758018285,0.0102231889031827,0.0103421979583799,0.0099122978281229,0.0106726922094821,0.0103538250550627,0.0217253952287137,0.0100787696428596
downstream_metrics_CHAOS_leiden_std,0.0022027408704161,0.003357003442943,0.0081727392971515,0.0024870317429304,0.0051957527175545,0.0002788519486784,0.0043551940470933,0.0030366559512913,0.0041063781827688,0.0019624903798103,0.0022977031767368,0.0019976207986474,0.0057944715954363,0.0022745886817574,0.0019720271229743,0.002838680986315,0.0019638277590274,0.0024784901179373,0.0038213338702917,3.015529364347458e-05,0.0068160332739353,0.0035497630015015,0.0017279288731515,0.0007647648453712,0.0081932535395026,0.0037001953460276,0.0004246579483151,0.0019749547354876,0.0023151556961238,0.0023079621605575,0.0021839553955942,0.0014232564717531,0.0024195797741413,0.0074799382127821,0.0020172470249235
downstream_metrics_PAS_leiden_mean,0.011199245484337,0.0592247846355931,0.6523297071154188,0.0477472466549471,0.3048655041079982,0.422337576893615,0.4954886687963627,0.0818781456924033,0.6501077608681313,0.3149154908766917,0.3274956745727052,0.3158545490232387,0.3419837808970253,0.0123539968032168,0.0136748021060788,0.2840509117112181,0.0191932752968684,0.0177300980881359,0.115775509806756,0.1956032261881974,0.6869793323466451,0.144561608119793,0.2319404418584649,0.1537206844005385,0.5187891884392183,0.1728407183985036,0.4101370441256569,0.0252971271925788,0.0212925692789243,0.0095121303580901,0.0041568188414811,0.0458296057219451,0.0196896761654936,0.5145372935611857,0.0081185554750716
downstream_metrics_PAS_leiden_std,0.0038316455883502,0.032480164657984,0.1573261826306156,0.0155707736276219,0.0815838884366798,0.0838613699073967,0.0018161369423278,0.0210082199139068,0.0606564303662676,0.1738476222800027,0.1976525611116667,0.1941591342707033,0.079523869308224,2.43227170953781e-06,0.0135881244602436,0.1594951346461232,0.0184565153072697,0.0041217076920191,0.0642972994157455,0.1953865320736096,0.1665787850148873,0.0330842270193245,0.1001904201890534,0.1411957645773609,0.1209785154699435,0.0882323508569354,0.1531378242244694,0.0174528002444987,0.0179121410913539,0.0077785774413873,0.0041568188414811,0.0457862668990275,0.0064002952308832,0.0618690512424894,0.0080318778292365
downstream_metrics_average_confidence_score_mean,0.55624920129776,0.9249686598777772,0.7414017915725708,0.6082972288131714,0.6437315940856934,0.6182319521903992,0.995384693145752,0.8895204663276672,0.9770267009735109,0.7216474413871765,0.736196756362915,0.914459764957428,0.7723188400268555,0.8972004652023315,0.8457188606262207,0.9618393182754515,0.8092816472053528,0.9812790751457214,0.9308707118034364,0.5135173797607422,0.7510713934898376,0.7920792102813721,0.9761621952056884,0.8549862504005432,0.9712883830070496,0.7777477502822876,0.992523193359375,0.5375241637229919,0.4958132207393646,0.7300711870193481,0.3311390876770019,0.7262254357337952,0.9832280278205872,0.91014564037323,0.7419648766517639
downstream_metrics_average_confidence_score_std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downstream_metrics_slice_wise_average_PCC_mean,0.0619754008948802,0.048254307359457,0.1408071666955948,0.0701199695467948,0.1511155366897583,0.0123744560405612,0.0830370038747787,0.0370154045522213,0.0481898449361324,0.07712372392416,0.210782378911972,0.1199920997023582,0.1556544154882431,0.0212367009371519,0.0539721995592117,0.0767266824841499,0.0592411458492279,0.0437544845044612,0.0666920766234397,0.1163253560662269,0.0831452161073684,0.0416558124125003,0.0287386290729045,0.0943736732006073,0.111344501376152,0.0160672534257173,0.0571111366152763,0.0373350791633129,0.0765352696180343,0.1276040822267532,0.0559475123882293,0.1116534546017646,0.0557273477315902,0.1276197135448455,0.0069471220485866
downstream_metrics_slice_wise_average_PCC_std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
downstream_metrics_average_matching_rate_mean,0.4125855941752622,0.5523099592615065,0.3510444656323134,0.5021669411458785,0.3166767790586807,0.1733552916702782,0.1342203345757129,0.2991245557770651,0.1783825951287163,0.1782959174828811,0.2500650082343763,0.3340989858715437,0.3216174048712837,0.2152205946086504,0.5986824997833059,0.3266880471526393,0.4649388922596862,0.54832278755309,0.5509231169281442,0.288766577099766,0.2483747941405911,0.3825951287163041,0.2684840079743434,0.5488428534281009,0.3213573719337783,0.2238883591921643,0.1916876137644101,0.2512784952760683,0.5217127502817024,0.6444916356071769,0.4856548496142844,0.6112074196064835,0.803458438068822,0.5359278841986652,0.0495796134176995
downstream_metrics_average_matching_rate_std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bio_metrics_geometry_cell_distance_corr_mean,0.2094781396684791,0.2676562167491445,0.0918314018305341,0.2315584799263564,0.094442004806585,0.0417003983715833,0.0478987159298097,0.1720170478278467,0.0080093672309662,0.0577665283122122,0.0780399880703738,0.1048774239537209,0.1036636905095516,0.1906434458479991,0.279716870167358,0.078477354849684,0.1981914685903782,0.177624582819373,0.1819209726160724,0.1487651447590197,0.049541328243007,0.167733997925431,0.0793252387812904,0.2139235826565339,0.0415023705990411,0.2211297336569866,0.0590248416404837,0.2220003200749005,0.2153289104855632,0.2706485822772783,0.2415823860583195,0.2229335075301909,0.3559488956721325,0.2029894434763421,0.1967568715631983
bio_metrics_geometry_cell_distance_corr_std,0.0517487561893659,0.0083444178388327,0.0480112486881145,0.0307605929665398,0.0428606680027411,0.0274973880020653,0.0382476984989211,0.0839773312632263,0.0067588389448378,0.0429845705278948,0.0551573970019433,0.05725266625565,0.045156800376771,0.0608956746275221,0.0195007615515684,0.0275278375165475,0.0432693493417444,0.0346331862485319,0.039387530962642,0.0651810989275983,0.0080957395137548,0.0018850144948996,0.0084008736622267,0.0187122240664688,0.0083174901561461,0.1262715729994087,0.0137184564014911,0.0142958943651626,0.0393126795474486,0.0033195609357545,0.0067544123254406,0.0289937644514142,0.0049797660059965,0.0031546950221356,0.1797289681888467
bio_metrics_geometry_truthworthiness_mean,0.7974122982641204,0.7997635378344883,0.6066868212699656,0.783746406352801,0.6056855774118,0.5746614317234542,0.5810469372744033,0.7269409458293277,0.5400921877047724,0.5726566449766267,0.6049692521985177,0.6203094199903214,0.6154830064093972,0.8373095868263425,0.743373120147933,0.5896805499727402,0.740771278382315,0.7907451867119661,0.7380112708296659,0.6223887307321943,0.5261239703281072,0.6808869189138832,0.6769644339425864,0.7008644300658755,0.6042902821284095,0.6185135957040442,0.5741354323387824,0.7913920160221344,0.7392997211568175,0.8117891904059287,0.8659767576832407,0.746779544321134,0.8107926248204829,0.6779723787077625,0.7192687342389548
bio_metrics_geometry_truthworthiness_std,0.058837523459841,0.0385931448568621,0.05592122308254,0.0570268226004149,0.0562407456534506,0.0537094145312836,0.0475979997689142,0.0735095192610583,0.0311416673144174,0.056661019713086,0.0722148370672263,0.0760663565576979,0.0654423024298972,0.0353464278042887,0.0572629288831057,0.038854565338333,0.0482482952715093,0.0499462205171449,0.0593929220286406,0.065542556997437,0.0048441648908413,0.0621430625644623,0.0712760246224535,0.0547143818448476,0.0592283930268009,0.06047977984797,0.0205487819951054,0.0056045506529905,0.0358547721964286,0.0397333998019737,0.014064351219096,0.0682217583685553,0.0092333598927171,0.0483570813519682,0.0684221837077339
bio_metrics_geometry_truthworthiness_decay_mean,-0.1345381015048623,-0.0901157964059512,-0.017239514032528,-0.1400358656829022,-0.0308251287310348,-0.0277588756317447,-0.0275308350986655,-0.1367008340672714,-0.0123542854260948,-0.0193524721210183,-0.0244193117669507,-0.0212628150143312,-0.0247397939324529,-0.1494511832108253,-0.0742521099560764,-0.0166512991032224,-0.1243425628659753,-0.1313084420520319,-0.1110129302208308,-0.0218595041274309,-0.0006017720062491,-0.0514366316760637,-0.0337582351955048,-0.0464731374383251,-0.0195195639158252,-0.0092957889409107,-0.0196145650915163,-0.1285587290592306,-0.1250086047282373,-0.129006998324695,-0.179334243795933,-0.0547739754378373,-0.0554146684489618,-0.0416588747634327,-0.1010434482322743
bio_metrics_geometry_truthworthiness_decay_std,0.0132799501488834,0.005734845158716,0.0120781241494311,0.0268624450541917,0.019190191534519,0.0206782414444553,0.0207440419824177,0.0163525426979039,0.0118484214875662,0.0159470758353443,0.0184024233240613,0.0159543347706127,0.0211426851417578,0.0297554057460625,0.0058957587754779,0.0151632836060743,0.0161535398673811,0.0158191066750915,0.0033353800535247,0.0133134887591872,0.000949374089188,0.0214897318691349,0.0283616091504746,0.0182831675237175,0.0161020607828107,0.0070272470071976,0.0043278118602332,0.028064038920244,0.0127865924442796,0.0252059093057789,0.0332050732715088,0.0138416394835427,0.0051692489373625,0.0210487092074786,0.0222069651521672
bio_metrics_scgraph_scGraph_Rank_PCA,0.6291712624139704,0.6114384893886273,0.7278361907284706,0.5885712148639257,0.6668828826273081,0.4786766982474087,0.6621951990923358,0.5929305976220216,0.6054212900867133,0.537137695616833,0.752654654143505,0.6384100246323062,0.6887760452850407,0.6137222657535457,0.5880643226601754,0.6657413788382311,0.6839602956470037,0.7570744301897097,0.7696582856751362,0.6021640199540137,0.6392218330841141,0.6343774297252814,0.4656619107423347,0.7184884548884491,0.6700939694793937,0.037450603550082,0.6128392212295022,0.591859543444824,0.704111195849047,0.6090924300908535,0.680069517113368,0.6417826384383482,0.3914638589042834,0.6276205275223801,0.0064722333814585
